student_id,quiz_attempts,questions_attempted,correct_answers,wrong_answers,accuracy,avg_time_per_question,easy_correct,medium_correct,hard_correct,previous_avg_score,current_elo_rating,question_difficulty_rating,total_answered,student_level
294,1,29,24,5,0.82,36.37,9,9,6,98.0,667.6,482.2,105,Advanced
362,4,23,1,22,0.05,36.54,4,0,1,20.0,-324.7,191.5,85,Beginner
247,4,15,10,5,0.644,48.81,5,2,1,84.85,231.0,169.5,135,Intermediate
7,1,24,20,4,0.83,34.3,8,8,4,76.96,412.3,114.0,133,Intermediate
43,1,27,26,1,0.98,31.4,9,9,7,98.0,663.3,144.4,32,Advanced
135,5,18,10,8,0.582,31.22,5,1,0,46.55,-47.3,-260.9,71,Beginner
122,2,22,20,2,0.92,32.56,7,8,1,88.18,381.9,119.5,56,Advanced
421,5,20,4,16,0.202,59.85,7,5,2,90.29,403.0,567.3,100,Beginner
422,3,28,24,4,0.854,38.49,10,8,6,98.0,708.8,410.3,13,Advanced
428,5,22,1,21,0.05,67.37,3,1,0,22.48,-318.5,539.6,37,Beginner
319,5,11,6,5,0.585,33.23,4,1,0,49.02,87.4,101.2,140,Beginner
279,4,28,15,13,0.54,26.91,9,3,0,56.29,74.4,35.4,120,Beginner
325,1,21,19,2,0.912,13.06,7,7,4,98.0,540.3,-354.4,122,Advanced
204,5,19,19,0,0.98,28.78,6,7,6,98.0,967.8,158.5,98,Advanced
336,2,13,6,7,0.463,47.44,3,4,0,55.21,51.7,113.8,115,Beginner
398,2,24,22,2,0.927,21.7,7,8,2,98.0,469.5,-256.4,72,Advanced
382,3,10,9,1,0.881,15.25,3,4,3,98.0,827.3,-352.3,66,Advanced
307,2,13,1,12,0.05,63.06,2,1,0,20.0,-235.7,570.5,64,Beginner
30,4,24,18,6,0.77,29.73,8,5,4,77.17,260.9,129.7,2,Intermediate
363,2,15,11,4,0.759,45.32,5,2,3,78.48,333.5,160.6,48,Intermediate
184,5,25,24,1,0.962,32.42,8,3,1,69.34,237.3,-330.9,146,Intermediate
372,1,15,14,1,0.941,19.91,5,5,2,98.0,484.0,89.2,116,Advanced
270,3,25,12,13,0.488,35.91,8,5,4,69.12,270.3,181.9,58,Intermediate
441,5,24,21,3,0.883,20.76,8,5,4,71.04,403.5,10.2,23,Advanced
170,5,25,11,14,0.43,28.59,8,5,1,67.89,46.3,80.8,38,Beginner
466,5,25,24,1,0.98,24.51,8,8,7,98.0,816.4,-217.1,92,Advanced
423,4,26,2,24,0.076,63.21,8,6,2,86.52,269.4,534.2,129,Beginner
166,3,17,17,0,0.98,24.33,6,6,3,90.75,497.1,-378.5,51,Advanced
242,2,19,13,6,0.669,33.78,6,3,2,67.19,178.1,147.9,31,Intermediate
266,2,11,9,2,0.83,9.46,4,3,2,86.05,462.0,-318.5,61,Advanced
385,3,17,6,11,0.33,34.91,5,4,0,47.06,-24.6,99.7,26,Beginner
345,2,19,19,0,0.98,28.76,6,7,3,98.0,693.9,-226.8,69,Advanced
427,2,26,3,23,0.111,47.68,7,2,1,34.17,-72.1,456.5,71,Beginner
185,4,28,15,13,0.536,43.52,10,5,2,81.73,277.0,140.3,47,Intermediate
253,4,23,21,2,0.905,22.77,8,7,6,84.73,368.0,20.4,69,Advanced
216,3,12,10,2,0.873,27.36,3,0,0,67.78,40.0,-320.5,89,Intermediate
455,2,14,12,2,0.868,23.22,5,3,0,58.87,81.9,-277.6,133,Intermediate
153,1,21,4,17,0.206,37.95,6,0,0,20.0,-324.1,150.9,116,Beginner
294,2,19,18,1,0.935,31.79,6,6,6,98.0,667.6,108.7,150,Advanced
61,2,29,28,1,0.98,26.16,10,9,7,98.0,706.5,155.5,86,Advanced
426,5,13,1,12,0.05,54.74,4,2,1,51.8,46.7,556.5,39,Beginner
193,2,21,8,13,0.384,37.81,6,6,2,96.85,449.3,544.1,11,Intermediate
171,5,26,7,19,0.273,62.76,9,9,3,74.85,247.7,453.2,31,Beginner
292,3,19,19,0,0.98,24.94,6,3,0,79.28,179.5,-368.0,55,Intermediate
250,3,15,6,9,0.383,62.16,5,5,4,88.38,536.3,579.8,71,Intermediate
424,2,12,11,1,0.876,34.19,4,4,1,98.0,421.7,98.0,87,Advanced
266,4,23,21,2,0.897,37.68,8,6,3,98.0,462.0,109.7,67,Advanced
259,5,23,5,18,0.224,46.96,8,7,5,81.38,313.3,429.0,50,Beginner
53,5,25,11,14,0.424,26.79,7,6,0,61.86,85.6,92.2,124,Beginner
11,5,27,19,8,0.708,51.28,9,9,6,98.0,548.8,444.7,92,Advanced
200,1,30,3,27,0.107,58.55,10,4,3,56.83,203.1,518.8,15,Beginner
500,5,13,13,0,0.98,21.64,4,4,1,86.46,318.1,-380.0,80,Advanced
459,4,19,4,15,0.209,60.08,6,3,0,64.71,127.3,440.7,25,Beginner
315,3,16,8,8,0.5,37.96,5,1,0,56.3,41.7,63.8,119,Beginner
316,2,28,4,24,0.156,65.73,6,2,1,30.35,-235.1,575.8,31,Beginner
196,3,12,2,10,0.196,51.05,3,3,0,67.53,223.6,536.1,79,Beginner
89,5,23,22,1,0.943,32.11,8,4,1,81.7,197.5,-250.8,13,Intermediate
5,3,16,13,3,0.794,25.9,5,4,1,59.01,89.5,-278.4,142,Intermediate
170,1,10,9,1,0.892,34.37,3,2,0,58.96,46.3,-249.2,10,Intermediate
159,4,22,22,0,0.98,37.98,7,8,4,98.0,603.7,167.1,96,Advanced
96,4,18,16,2,0.908,29.7,6,4,4,95.63,372.3,-307.2,78,Advanced
130,4,24,4,20,0.18,53.38,8,6,1,87.27,364.4,505.4,10,Beginner
13,2,18,1,17,0.05,50.73,3,1,0,20.0,-302.7,144.1,134,Beginner
304,2,13,6,7,0.494,62.95,3,4,2,98.0,474.9,566.9,62,Intermediate
464,3,12,11,1,0.956,29.15,4,4,2,77.53,413.2,-302.7,124,Advanced
346,5,13,9,4,0.69,38.27,4,3,0,69.5,217.4,155.5,70,Intermediate
225,5,19,18,1,0.951,29.88,6,7,4,90.83,457.3,-286.9,29,Advanced
211,1,15,3,12,0.215,52.09,5,3,0,86.04,330.4,521.7,43,Beginner
154,1,12,12,0,0.98,35.5,4,4,4,98.0,561.5,-341.3,22,Advanced
72,1,16,15,1,0.924,13.13,5,6,5,98.0,680.8,-300.2,62,Advanced
300,5,27,25,2,0.933,25.14,9,9,4,98.0,598.0,-367.5,92,Advanced
284,5,27,2,25,0.082,55.98,7,2,0,36.87,-129.3,506.2,83,Beginner
4,2,17,16,1,0.93,20.41,6,6,3,98.0,495.7,-310.6,50,Advanced
208,5,20,7,13,0.359,43.75,6,2,1,48.77,2.0,145.5,54,Beginner
140,3,13,8,5,0.631,40.04,4,5,4,98.0,548.3,477.8,76,Advanced
86,2,18,6,12,0.337,71.12,6,5,1,96.16,412.7,557.4,44,Intermediate
352,4,22,19,3,0.886,15.81,7,5,2,67.43,172.7,-274.8,108,Intermediate
263,1,10,8,2,0.834,18.24,3,3,0,65.3,340.7,-316.7,49,Intermediate
317,1,28,16,12,0.555,23.98,10,3,0,57.25,89.9,9.8,135,Beginner
357,2,28,25,3,0.898,26.29,9,8,4,98.0,512.3,-251.0,38,Advanced
491,4,29,2,27,0.07,67.52,2,1,1,20.0,-280.1,551.8,29,Beginner
402,5,14,5,9,0.385,41.36,5,1,0,58.8,63.8,104.0,142,Beginner
311,3,28,23,5,0.817,36.35,8,7,5,92.37,441.6,17.3,11,Advanced
440,3,12,10,2,0.87,19.11,3,1,2,85.96,341.0,-378.2,2,Advanced
239,3,28,6,22,0.21,45.59,7,1,0,41.64,-195.7,64.8,35,Beginner
493,1,12,11,1,0.948,23.68,3,3,0,69.26,129.6,-251.2,26,Intermediate
381,4,17,16,1,0.915,32.64,6,6,4,98.0,802.6,175.5,84,Advanced
326,5,29,27,2,0.922,32.66,9,6,3,79.04,423.0,-201.4,130,Advanced
452,3,20,4,16,0.178,48.57,7,5,1,80.9,273.6,595.7,14,Beginner
258,4,14,10,4,0.703,59.8,5,4,3,98.0,605.8,465.8,78,Advanced
361,2,17,17,0,0.98,23.88,6,6,4,98.0,767.8,-204.5,50,Advanced
143,5,16,15,1,0.939,13.65,5,6,0,82.6,342.8,-334.4,117,Advanced
482,1,29,26,3,0.892,20.05,10,9,2,98.0,333.0,-333.3,46,Advanced
312,1,18,18,0,0.98,25.62,6,5,2,82.8,349.5,-262.5,46,Advanced
392,5,11,10,1,0.928,20.05,4,2,3,98.0,319.2,-390.2,17,Advanced
231,3,13,9,4,0.709,31.98,4,5,4,98.0,719.7,515.9,1,Advanced
434,3,21,20,1,0.954,26.73,7,7,3,81.72,368.9,2.9,147,Advanced
38,5,10,10,0,0.98,19.99,3,4,0,68.3,239.3,-245.0,65,Intermediate
58,2,15,12,3,0.812,37.59,5,4,1,79.3,395.3,155.0,129,Intermediate
254,2,22,17,5,0.788,19.07,3,3,0,35.61,-8.6,-321.9,146,Beginner
367,1,27,5,22,0.19,75.35,8,5,2,60.61,123.8,543.0,89,Beginner
405,3,12,11,1,0.955,28.89,4,2,0,71.51,203.5,-241.5,83,Intermediate
221,4,17,2,15,0.114,59.58,5,4,1,57.28,130.1,513.8,133,Beginner
325,5,18,8,10,0.419,58.52,6,5,5,98.0,540.3,577.2,112,Intermediate
277,3,28,20,8,0.728,17.58,6,2,1,34.53,-270.4,-376.8,43,Beginner
481,1,26,23,3,0.872,21.42,9,9,4,98.0,490.2,-339.0,149,Advanced
328,1,29,13,16,0.433,51.79,10,5,2,68.02,200.9,189.0,127,Beginner
209,2,23,8,15,0.369,51.16,7,6,3,77.82,243.8,447.4,4,Beginner
485,5,13,4,9,0.298,39.55,3,2,1,39.53,26.2,127.0,102,Beginner
54,3,29,28,1,0.98,21.7,10,9,5,98.0,619.6,1.9,6,Advanced
493,5,25,5,20,0.181,69.71,8,2,0,62.46,129.6,542.5,35,Beginner
78,5,23,1,22,0.065,59.27,4,0,1,20.0,-290.1,568.0,95,Beginner
145,5,17,4,13,0.219,33.93,5,1,1,50.26,0.0,163.9,102,Beginner
411,2,26,20,6,0.787,48.34,9,5,1,72.14,231.7,47.4,34,Intermediate
367,3,18,3,15,0.19,48.9,6,3,0,51.88,123.8,519.8,77,Beginner
486,1,16,16,0,0.974,24.22,5,5,3,98.0,510.9,-281.2,15,Advanced
375,2,15,1,14,0.05,49.36,2,0,0,36.38,-212.2,404.3,75,Beginner
319,2,23,22,1,0.937,20.61,8,7,0,55.64,87.4,-327.1,39,Intermediate
174,1,22,19,3,0.853,17.48,7,8,7,98.0,747.2,-275.2,140,Advanced
3,1,14,7,7,0.516,42.47,5,3,1,78.42,480.7,421.8,120,Intermediate
62,2,17,13,4,0.752,40.2,5,4,2,98.0,357.6,147.8,59,Intermediate
149,1,14,9,5,0.643,17.19,1,2,0,25.37,-232.5,-331.4,64,Beginner
21,4,25,20,5,0.813,34.67,7,6,2,67.89,117.8,-259.0,138,Intermediate
255,2,17,16,1,0.965,32.66,6,6,2,93.13,507.2,3.0,131,Advanced
389,2,26,12,14,0.476,53.06,8,9,1,87.34,398.0,440.3,125,Intermediate
482,1,14,13,1,0.935,25.78,5,3,2,81.25,333.0,-358.1,82,Advanced
245,3,18,10,8,0.562,31.1,4,1,0,38.55,-133.8,-292.1,64,Beginner
438,1,10,10,0,0.954,38.12,3,4,1,98.0,592.2,91.6,93,Advanced
493,3,10,2,8,0.195,49.07,3,3,1,55.58,129.6,585.8,117,Beginner
430,5,10,4,6,0.38,40.82,2,0,0,20.0,-422.8,-314.0,16,Beginner
233,4,11,1,10,0.051,53.46,3,1,0,21.15,-282.0,502.5,18,Beginner
163,1,29,13,16,0.452,57.14,10,10,4,85.78,498.2,513.3,67,Intermediate
489,1,15,13,2,0.876,22.67,4,2,0,45.76,23.4,-258.9,76,Intermediate
121,5,21,6,15,0.305,58.02,7,6,1,79.81,310.4,465.7,28,Beginner
206,5,30,3,27,0.1,44.96,3,2,1,21.25,-319.3,419.9,10,Beginner
38,2,20,12,8,0.583,22.62,7,3,0,85.95,239.3,124.1,76,Intermediate
397,3,18,15,3,0.824,32.36,5,6,4,88.6,424.1,166.5,30,Advanced
325,2,25,14,11,0.543,58.76,8,9,5,98.0,540.3,487.6,23,Intermediate
43,3,25,18,7,0.726,51.22,8,9,6,98.0,663.3,516.1,54,Advanced
111,2,12,1,11,0.05,59.01,2,1,0,20.0,-379.8,405.8,137,Beginner
278,5,29,9,20,0.325,56.0,10,5,1,73.11,303.9,409.4,14,Beginner
271,3,12,9,3,0.71,32.74,4,3,1,75.98,284.5,160.3,70,Intermediate
402,1,17,2,15,0.107,64.4,6,3,1,60.18,63.8,547.7,134,Beginner
134,2,30,23,7,0.774,39.56,10,10,4,98.0,661.7,445.4,1,Advanced
463,5,21,12,9,0.576,26.72,6,1,0,27.4,-109.7,-279.8,132,Beginner
223,2,21,21,0,0.98,23.57,7,2,3,80.82,244.0,-391.0,118,Advanced
412,5,27,22,5,0.815,30.33,7,5,1,78.47,287.8,137.6,1,Intermediate
120,4,19,1,18,0.05,57.48,4,2,2,56.89,-32.5,481.1,63,Beginner
19,5,22,19,3,0.867,24.07,6,2,0,65.61,39.2,-337.3,15,Intermediate
28,1,21,9,12,0.429,48.39,7,6,3,98.0,425.3,515.8,58,Intermediate
187,2,12,12,0,0.98,24.32,4,3,1,61.93,233.3,-210.1,141,Intermediate
477,5,16,6,10,0.352,39.39,4,2,0,40.03,-131.9,36.0,126,Beginner
25,1,26,13,13,0.518,31.48,7,4,3,48.55,111.7,148.9,1,Beginner
185,1,16,13,3,0.843,27.82,5,4,2,88.12,277.0,-364.5,124,Advanced
55,1,28,12,16,0.421,46.03,10,8,3,98.0,415.9,447.5,144,Intermediate
466,1,30,29,1,0.98,26.29,10,10,10,98.0,816.4,-379.5,97,Advanced
338,4,26,14,12,0.54,46.34,9,8,6,98.0,569.8,537.9,86,Intermediate
382,2,10,10,0,0.976,32.25,3,4,3,98.0,827.3,-287.9,100,Advanced
357,1,25,14,11,0.572,54.15,8,8,3,96.81,512.3,455.1,84,Intermediate
329,4,30,16,14,0.537,27.04,9,3,0,62.28,121.7,74.5,36,Beginner
387,2,25,23,2,0.933,28.57,8,9,5,98.0,541.1,-319.0,6,Advanced
5,1,23,18,5,0.782,36.63,7,2,0,42.96,89.5,-226.8,8,Intermediate
433,5,22,17,5,0.766,20.66,7,1,1,43.59,0.6,-259.3,55,Intermediate
370,3,20,7,13,0.375,35.21,6,4,0,77.11,89.4,175.0,111,Beginner
370,3,15,2,13,0.119,60.05,5,2,1,58.25,89.4,431.7,126,Beginner
197,5,20,5,15,0.262,35.03,6,2,0,47.2,-40.8,176.7,34,Beginner
401,2,29,16,13,0.555,27.17,8,2,0,57.9,79.7,27.3,49,Beginner
191,3,11,8,3,0.728,26.46,4,0,1,61.84,151.2,73.0,2,Intermediate
25,4,12,9,3,0.716,36.55,4,2,0,61.46,111.7,18.9,136,Intermediate
454,1,28,10,18,0.346,50.46,10,9,5,96.0,492.6,576.4,25,Intermediate
118,2,27,26,1,0.964,29.61,9,9,8,98.0,754.7,191.5,78,Advanced
51,1,20,4,16,0.192,55.21,5,5,0,77.63,213.4,582.1,9,Beginner
311,3,17,5,12,0.275,64.32,6,4,4,98.0,441.6,572.6,126,Intermediate
117,4,12,11,1,0.898,20.83,4,3,4,98.0,648.4,55.6,133,Advanced
430,1,24,13,11,0.554,23.81,3,1,0,20.0,-422.8,-397.3,118,Beginner
222,1,21,21,0,0.98,14.97,7,5,0,78.86,168.6,-306.9,27,Intermediate
3,3,26,25,1,0.98,32.14,9,7,4,91.9,480.7,53.4,70,Advanced
476,2,17,12,5,0.688,42.29,6,5,2,84.83,317.3,197.5,143,Intermediate
258,1,26,15,11,0.596,58.09,9,8,8,98.0,605.8,525.6,126,Advanced
132,4,30,7,23,0.248,29.61,9,3,0,51.14,-39.1,74.3,24,Beginner
339,4,13,12,1,0.897,24.66,4,4,2,87.09,365.4,7.0,130,Advanced
266,3,26,12,14,0.443,72.31,8,9,5,98.0,462.0,564.2,73,Intermediate
15,2,22,19,3,0.869,25.82,5,1,1,43.43,-127.8,-349.2,145,Intermediate
380,1,18,4,14,0.218,53.88,6,3,0,66.21,215.1,525.7,64,Beginner
201,2,14,14,0,0.98,24.75,5,5,4,98.0,742.1,-365.7,12,Advanced
350,3,13,13,0,0.98,29.65,4,3,2,98.0,452.7,16.8,74,Advanced
448,5,12,1,11,0.05,61.88,3,2,0,61.06,51.0,501.1,122,Beginner
306,1,15,3,12,0.167,50.09,5,4,1,60.81,131.9,431.8,125,Beginner
336,5,20,1,19,0.05,55.01,4,1,1,68.33,51.7,521.0,100,Beginner
128,3,21,18,3,0.867,29.98,7,5,2,92.05,304.9,106.0,131,Advanced
119,3,30,20,10,0.653,40.16,10,10,6,98.0,590.1,449.5,106,Advanced
208,2,25,10,15,0.384,32.54,6,2,0,47.97,2.0,137.9,87,Beginner
427,5,30,5,25,0.165,57.16,7,2,0,26.06,-72.1,172.7,140,Beginner
263,1,25,24,1,0.979,22.05,8,6,2,82.67,340.7,-264.4,41,Advanced
175,2,22,19,3,0.875,23.66,7,4,0,39.77,44.6,-306.0,6,Intermediate
390,2,27,17,10,0.626,32.92,9,7,2,52.92,217.7,127.2,141,Intermediate
427,3,26,21,5,0.807,27.33,7,4,1,47.97,-72.1,-295.9,114,Intermediate
452,3,26,10,16,0.39,53.19,9,4,6,86.74,273.6,400.1,117,Intermediate
150,5,15,1,14,0.066,52.94,4,3,0,34.71,3.2,443.3,57,Beginner
355,1,25,4,21,0.141,69.53,8,7,0,65.16,172.1,599.3,78,Beginner
296,3,14,14,0,0.98,29.08,5,4,1,94.29,444.3,-275.2,91,Advanced
225,3,16,6,10,0.369,52.0,5,5,4,93.39,457.3,528.9,97,Intermediate
199,2,24,24,0,0.98,20.24,8,8,7,98.0,684.1,-324.3,36,Advanced
58,1,20,19,1,0.956,33.57,7,6,2,98.0,395.3,6.8,58,Advanced
138,5,26,5,21,0.205,56.12,9,5,1,74.39,351.9,556.8,44,Beginner
275,2,25,24,1,0.98,16.2,8,7,3,64.68,302.7,-234.3,68,Advanced
444,1,25,24,1,0.98,32.3,8,7,0,54.03,150.3,-315.9,93,Intermediate
434,3,13,13,0,0.98,19.82,4,5,1,90.74,368.9,-290.3,38,Advanced
94,1,12,11,1,0.908,34.38,4,4,2,91.8,439.4,68.4,56,Advanced
340,4,15,1,14,0.05,40.43,5,3,1,71.67,278.3,547.9,55,Beginner
43,4,17,15,2,0.882,22.32,6,6,3,98.0,663.3,-389.2,45,Advanced
338,2,27,26,1,0.98,33.02,9,9,8,98.0,569.8,-399.2,122,Advanced
171,1,10,6,4,0.648,32.16,2,1,0,56.31,247.7,86.5,6,Intermediate
225,1,21,21,0,0.98,29.09,7,5,2,98.0,457.3,-360.0,90,Advanced
359,1,26,3,23,0.112,53.32,8,5,3,58.78,-6.7,529.5,23,Beginner
213,3,17,3,14,0.15,58.64,5,5,0,68.62,196.0,487.0,74,Beginner
404,2,16,6,10,0.356,52.89,5,5,3,98.0,542.8,557.0,92,Intermediate
267,4,14,3,11,0.207,53.43,5,4,0,87.91,227.6,410.8,71,Beginner
500,2,19,14,5,0.717,51.06,6,6,1,76.14,318.1,195.5,61,Intermediate
320,4,22,3,19,0.138,69.91,7,3,0,52.85,41.8,562.1,90,Beginner
149,3,22,8,14,0.372,38.23,4,3,1,29.4,-232.5,-244.7,5,Beginner
388,3,27,22,5,0.814,33.08,6,2,1,45.52,-48.7,-298.6,137,Intermediate
204,4,10,8,2,0.847,22.55,3,3,3,98.0,967.8,114.6,53,Advanced
268,3,16,12,4,0.725,25.77,2,3,1,41.51,-92.1,-254.6,7,Beginner
69,3,17,2,15,0.131,49.68,6,3,0,91.26,287.1,599.2,55,Beginner
60,3,18,15,3,0.836,35.1,6,6,3,98.0,525.8,401.8,54,Advanced
288,4,25,2,23,0.089,49.11,7,5,0,60.53,111.3,446.0,35,Beginner
94,2,12,12,0,0.98,24.7,4,4,1,87.03,439.4,-270.3,92,Advanced
499,1,16,13,3,0.814,20.92,5,4,1,65.19,210.4,25.2,25,Intermediate
428,3,11,1,10,0.05,58.88,3,0,0,25.75,-318.5,515.7,52,Beginner
351,2,21,20,1,0.958,23.82,7,6,4,79.06,418.1,-344.1,2,Advanced
368,5,30,18,12,0.585,24.58,7,7,2,78.21,89.9,30.0,35,Intermediate
298,5,30,2,28,0.05,58.36,4,3,0,21.45,-282.9,193.6,95,Beginner
31,2,11,1,10,0.05,47.45,0,0,0,20.0,-359.5,446.4,42,Beginner
197,3,12,1,11,0.05,63.28,4,1,1,47.37,-40.8,418.5,116,Beginner
248,3,21,18,3,0.863,9.24,6,4,0,57.62,140.3,-347.5,76,Intermediate
458,2,15,5,10,0.343,40.32,5,4,0,55.54,88.9,175.0,35,Beginner
110,1,14,6,8,0.418,32.26,5,4,1,51.51,136.0,183.5,40,Beginner
249,5,24,23,1,0.961,20.32,8,8,7,98.0,669.7,-247.0,49,Advanced
173,4,16,5,11,0.313,55.94,3,1,0,34.88,18.6,181.1,82,Beginner
68,3,22,21,1,0.936,22.47,7,7,4,94.35,491.5,-222.3,135,Advanced
52,1,10,4,6,0.411,25.9,1,0,0,20.0,-407.8,-383.2,37,Beginner
183,3,30,9,21,0.292,47.18,6,6,3,46.48,5.0,185.1,145,Beginner
42,2,11,11,0,0.98,22.41,4,1,3,94.33,504.4,-206.3,98,Advanced
34,2,10,6,4,0.648,31.97,3,1,1,66.87,166.0,33.8,85,Intermediate
176,5,18,15,3,0.841,19.22,4,3,0,61.61,45.1,-356.5,48,Intermediate
101,4,28,3,25,0.105,50.22,7,3,0,68.53,156.4,477.8,60,Beginner
278,2,23,22,1,0.937,19.39,7,7,1,90.78,303.9,-365.1,115,Advanced
9,2,20,3,17,0.171,64.43,6,4,1,58.7,126.8,527.6,148,Beginner
151,4,15,15,0,0.98,23.31,5,5,4,98.0,621.4,-365.6,76,Advanced
227,4,14,7,7,0.5,29.54,4,2,0,63.98,110.7,110.8,9,Beginner
482,5,23,23,0,0.98,26.03,7,8,2,92.52,333.0,-316.2,86,Advanced
318,4,20,19,1,0.948,25.46,7,7,0,95.83,516.7,-301.8,45,Advanced
441,3,22,22,0,0.98,30.5,7,5,2,96.66,403.5,20.1,116,Advanced
172,4,18,14,4,0.753,40.89,6,6,3,96.05,529.1,408.0,79,Advanced
225,2,16,7,9,0.413,55.74,5,6,3,91.17,457.3,578.8,22,Intermediate
211,1,13,13,0,0.972,27.85,4,2,1,80.18,330.4,-222.7,37,Advanced
444,1,16,15,1,0.911,18.69,5,2,0,68.65,150.3,-236.4,137,Intermediate
480,1,14,8,6,0.584,53.82,5,5,2,93.26,519.6,460.7,139,Intermediate
482,5,20,18,2,0.925,26.91,7,6,1,75.72,333.0,10.4,57,Intermediate
376,5,16,14,2,0.895,17.19,4,5,0,78.81,339.7,-274.1,79,Intermediate
252,2,26,8,18,0.3,43.43,9,8,0,79.76,293.7,426.2,51,Beginner
271,5,21,18,3,0.872,30.83,6,7,2,70.96,284.5,89.1,134,Intermediate
491,4,16,2,14,0.11,43.2,2,0,0,24.1,-280.1,178.7,128,Beginner
143,1,11,9,2,0.822,38.86,3,2,2,81.42,342.8,147.5,50,Intermediate
174,2,12,10,2,0.865,24.43,4,4,3,98.0,747.2,43.9,38,Advanced
449,2,11,9,2,0.845,28.37,4,1,0,55.64,51.3,-287.0,25,Intermediate
194,5,16,2,14,0.145,48.49,4,2,2,71.46,74.4,417.8,116,Beginner
118,4,16,15,1,0.947,24.74,5,6,3,98.0,754.7,-243.2,138,Advanced
281,2,11,1,10,0.05,67.26,3,1,0,38.11,-21.4,485.0,80,Beginner
163,5,24,12,12,0.506,51.4,8,7,5,98.0,498.2,531.1,72,Intermediate
446,2,21,6,15,0.306,54.49,7,4,3,87.82,376.5,586.0,56,Beginner
455,5,30,26,4,0.877,19.8,8,4,0,50.92,81.9,-295.0,119,Intermediate
154,4,28,27,1,0.98,24.77,10,9,5,98.0,561.5,-307.2,8,Advanced
265,4,10,7,3,0.712,48.11,3,2,0,71.0,234.8,185.9,48,Intermediate
492,1,24,24,0,0.98,21.59,8,8,4,98.0,676.5,176.4,91,Advanced
372,1,30,11,19,0.369,54.47,10,9,4,98.0,484.0,564.7,17,Intermediate
108,5,26,1,25,0.05,33.48,4,1,1,20.0,-375.5,126.5,53,Beginner
296,4,24,10,14,0.402,50.57,8,7,2,98.0,444.3,525.3,96,Intermediate
310,2,12,11,1,0.881,30.93,4,1,0,45.2,-109.3,-270.8,52,Intermediate
327,5,28,21,7,0.743,21.69,10,6,0,68.72,176.7,69.7,40,Intermediate
13,2,27,14,13,0.537,29.21,2,1,0,24.46,-302.7,-328.7,109,Beginner
150,2,21,4,17,0.167,60.04,7,0,0,46.32,3.2,487.1,138,Beginner
428,2,29,12,17,0.427,36.7,4,0,1,20.0,-318.5,-207.6,33,Beginner
121,3,19,16,3,0.817,27.27,6,5,1,78.44,310.4,-228.0,45,Intermediate
150,4,21,3,18,0.124,53.03,5,0,0,46.31,3.2,535.9,33,Beginner
162,1,26,14,12,0.536,40.53,8,7,1,52.81,191.1,171.6,43,Beginner
89,5,25,22,3,0.87,21.05,8,6,0,61.29,197.5,-252.6,138,Intermediate
78,2,21,11,10,0.513,37.89,3,0,1,20.0,-290.1,-294.5,114,Beginner
174,5,26,25,1,0.979,10.19,9,9,6,98.0,747.2,41.7,122,Advanced
438,5,28,25,3,0.894,22.87,10,8,5,98.0,592.2,-389.0,57,Advanced
1,3,23,22,1,0.942,25.59,8,6,3,67.81,137.2,-393.1,18,Intermediate
142,1,28,26,2,0.927,37.18,10,8,7,98.0,673.0,81.1,22,Advanced
31,3,18,10,8,0.555,33.61,1,2,0,20.0,-359.5,-359.3,140,Beginner
281,4,21,8,13,0.387,37.47,5,1,0,56.52,-21.4,43.0,36,Beginner
126,5,23,18,5,0.765,31.8,8,8,3,94.41,442.0,88.5,16,Advanced
396,1,22,20,2,0.919,33.67,7,8,4,98.0,578.8,-372.4,100,Advanced
293,4,13,11,2,0.884,22.23,4,5,3,98.0,987.5,-311.9,49,Advanced
392,2,19,16,3,0.859,15.08,6,3,1,81.38,319.2,-262.3,19,Intermediate
318,4,12,12,0,0.98,13.74,4,4,1,93.47,516.7,-233.2,51,Advanced
220,3,24,24,0,0.98,29.55,8,4,2,88.5,285.6,-300.7,105,Advanced
431,5,26,1,25,0.05,63.02,6,3,1,38.69,-146.7,581.5,51,Beginner
239,1,24,1,23,0.05,57.45,6,1,0,39.93,-195.7,518.5,143,Beginner
475,3,28,8,20,0.299,38.53,10,6,0,42.11,33.4,175.5,66,Beginner
498,4,23,14,9,0.614,30.85,7,5,2,61.38,162.0,8.9,21,Intermediate
295,2,17,5,12,0.267,43.77,6,2,1,35.14,-5.9,154.7,135,Beginner
338,2,11,6,5,0.564,53.79,4,3,2,98.0,569.8,528.5,42,Intermediate
128,2,10,10,0,0.971,17.14,3,3,1,77.06,304.9,-249.1,54,Advanced
408,4,30,29,1,0.974,12.55,10,8,2,88.35,323.0,-296.5,52,Advanced
336,2,26,22,4,0.862,19.11,9,4,0,55.42,51.7,-364.5,74,Intermediate
452,5,17,16,1,0.955,15.44,6,5,0,60.32,273.6,-287.4,89,Intermediate
134,2,30,29,1,0.98,15.08,10,10,5,98.0,661.7,-210.3,85,Advanced
394,3,15,1,14,0.099,64.92,5,4,0,77.92,272.6,467.3,98,Beginner
236,5,26,4,22,0.156,41.51,8,6,1,72.08,183.5,508.1,42,Beginner
93,1,14,12,2,0.868,28.19,5,5,2,75.7,434.3,-257.8,145,Advanced
86,2,24,23,1,0.978,34.88,8,8,3,90.6,412.7,67.4,71,Advanced
282,5,11,7,4,0.64,43.34,3,3,1,61.77,199.1,140.8,148,Intermediate
